Date,Index,Current,Point Change,% Change,Turnover
2023-07-17,Sensitive Index,404.1,9.95,2.52,956496032.3
2023-07-17,Float Index,148.48,3.52,2.43,2538373549.6
2023-07-17,Sensitive Float Index,132.87,3.6,2.78,954740005.3
2023-07-16,NEPSE Index,2097.09,12.16,0.58,2376427573.77
2023-07-16,Sensitive Index,394.15,2.9,0.74,604521026.1
2023-07-16,Float Index,144.97,0.91,0.63,2170878602.7
2023-07-16,Sensitive Float Index,129.28,1.08,0.85,603181531.1
2023-07-15,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-07-14,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-07-13,NEPSE Index,2084.93,-12.62,-0.6,3390660605.31
2023-07-13,Sensitive Index,391.25,-0.9,-0.23,1186282521.7
2023-07-13,Float Index,144.05,-0.83,-0.57,3252097804.1
2023-07-13,Sensitive Float Index,128.2,-0.26,-0.2,1183222179.2
2023-07-12,NEPSE Index,2097.55,25.31,1.22,3187695774.33
2023-07-12,Sensitive Index,392.15,3.28,0.84,1005468969.3
2023-07-12,Float Index,144.88,1.67,1.17,3117242096.9
2023-07-12,Sensitive Float Index,128.46,0.96,0.76,1000913521.7
2023-07-11,NEPSE Index,2072.24,-4.73,-0.23,2859490490.47
2023-07-11,Sensitive Index,388.86,0.25,0.06,1002658609.8
2023-07-11,Float Index,143.21,-0.19,-0.13,2810368838.7
2023-07-11,Sensitive Float Index,127.49,0.33,0.26,1001075828.3
2023-07-10,NEPSE Index,2076.96,-0.8,-0.04,3797986583.24
2023-07-10,Sensitive Index,388.62,0.11,0.03,1296184571.8
2023-07-10,Float Index,143.4,-0.15,-0.1,3498723976.6
2023-07-10,Sensitive Float Index,127.16,0.01,0.01,1289207242.4
2023-07-09,NEPSE Index,2077.76,28.38,1.38,3042543961.01
2023-07-09,Sensitive Index,388.51,6.35,1.66,936316968.5
2023-07-09,Float Index,143.55,1.67,1.18,2998215274.2
2023-07-09,Sensitive Float Index,127.15,1.85,1.48,933394123.5
2023-07-08,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-07-07,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-07-06,NEPSE Index,2049.38,-0.06,0.0,3077498315.29
2023-07-06,Sensitive Index,382.16,-0.58,-0.15,894702368.3
2023-07-06,Float Index,141.87,0.09,0.06,2848536013.9
2023-07-06,Sensitive Float Index,125.3,-0.17,-0.14,889949922.3
2023-07-05,NEPSE Index,2049.44,-39.26,-1.88,3073992136.77
2023-07-05,Sensitive Index,382.74,-5.89,-1.52,943433467.2
2023-07-05,Float Index,141.78,-2.67,-1.85,3029917731.0
2023-07-05,Sensitive Float Index,125.47,-1.78,-1.39,936203480.2
2023-07-04,NEPSE Index,2088.7,12.73,0.61,2576140128.5
2023-07-04,Sensitive Index,388.62,2.28,0.59,717536693.3
2023-07-04,Float Index,144.45,0.62,0.43,2555564748.7
2023-07-04,Sensitive Float Index,127.25,0.52,0.41,715310062.3
2023-07-03,NEPSE Index,2075.97,-21.32,-1.02,4051078375.43
2023-07-03,Sensitive Index,386.35,-4.17,-1.07,1137321356.5
2023-07-03,Float Index,143.82,-1.55,-1.07,4021268317.45
2023-07-03,Sensitive Float Index,126.73,-1.29,-1.01,1133070276.9
2023-07-02,NEPSE Index,2097.29,-53.7,-2.5,5081976179.38
2023-07-02,Sensitive Index,390.52,-12.23,-3.04,1482774641.0
2023-07-02,Float Index,145.37,-3.83,-2.57,5042827055.65
2023-07-02,Sensitive Float Index,128.02,-3.95,-2.99,1476869038.6
2023-07-01,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-06-30,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-06-29,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-06-28,NEPSE Index,2150.99,-35.37,-1.62,5972286481.44
2023-06-28,Sensitive Index,402.75,-9.76,-2.37,1755923571.7
2023-06-28,Float Index,149.21,-2.25,-1.49,5917961273.6
2023-06-28,Sensitive Float Index,131.97,-3.0,-2.22,1749585876.5
2023-06-27,NEPSE Index,2186.36,56.94,2.67,5476287740.47
2023-06-27,Sensitive Index,412.51,13.4,3.36,2186375586.2
2023-06-27,Float Index,151.46,4.28,2.91,5415364349.3
2023-06-27,Sensitive Float Index,134.97,4.51,3.45,2183214306.4
2023-06-26,NEPSE Index,2129.42,11.69,0.55,5312422087.26
2023-06-26,Sensitive Index,399.11,3.66,0.93,1812414722.7
2023-06-26,Float Index,147.18,0.99,0.68,5263616054.3
2023-06-26,Sensitive Float Index,130.47,1.4,1.08,1809041660.5
2023-06-25,NEPSE Index,2117.73,62.21,3.03,6490443184.88
2023-06-25,Sensitive Index,395.45,9.64,2.5,1963254007.8
2023-06-25,Float Index,146.18,4.1,2.89,6431438251.78
2023-06-25,Sensitive Float Index,129.07,2.99,2.37,1959379915.8
2023-06-24,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-06-23,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-06-22,NEPSE Index,2055.53,4.75,0.23,3444862501.6
2023-06-22,Sensitive Index,385.81,-0.3,-0.08,1104380054.5
2023-06-22,Float Index,142.08,0.32,0.23,3413047271.9
2023-06-22,Sensitive Float Index,126.07,-0.36,-0.28,1101756938.5
2023-06-21,NEPSE Index,2050.78,-14.05,-0.68,3496822260.78
2023-06-21,Sensitive Index,386.11,-2.03,-0.52,1187772899.0
2023-06-21,Float Index,141.76,-1.05,-0.74,3435044970.2
2023-06-21,Sensitive Float Index,126.43,-0.99,-0.78,1184335740.8
2023-06-20,NEPSE Index,2064.83,-26.56,-1.27,4110606953.96
2023-06-20,Sensitive Index,388.02,-4.36,-1.11,1355840899.9
2023-06-20,Float Index,142.81,-1.84,-1.27,4025813073.46
2023-06-20,Sensitive Float Index,127.42,-1.25,-0.97,1349958084.7
2023-06-19,NEPSE Index,2091.39,-2.94,-0.14,4740608880.28
2023-06-19,Sensitive Index,392.38,1.82,0.47,1481459200.6
2023-06-19,Float Index,144.65,-0.56,-0.39,4560727399.6
2023-06-19,Sensitive Float Index,128.67,0.19,0.15,1475321538.9
2023-06-18,NEPSE Index,2094.33,52.26,2.56,4869184016.01
2023-06-18,Sensitive Index,390.56,7.18,1.87,1375813237.8
2023-06-18,Float Index,145.21,3.19,2.25,4683825266.6
2023-06-18,Sensitive Float Index,128.48,1.59,1.26,1371373820.9
2023-06-17,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-06-16,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-06-15,NEPSE Index,2042.07,5.0,0.25,3162810843.58
2023-06-15,Sensitive Index,383.39,-0.3,-0.08,921243946.4
2023-06-15,Float Index,142.02,0.36,0.25,3112606411.0
2023-06-15,Sensitive Float Index,126.88,-0.31,-0.24,918256505.1
2023-06-14,NEPSE Index,2037.06,16.42,0.81,5017807682.79
2023-06-14,Sensitive Index,383.69,3.82,1.01,1780525136.0
2023-06-14,Float Index,141.66,1.31,0.93,4964206270.5
2023-06-14,Sensitive Float Index,127.19,1.39,1.1,1774965238.6
2023-06-13,NEPSE Index,2020.64,34.17,1.72,4126695943.96
2023-06-13,Sensitive Index,379.87,6.52,1.75,1355555437.2
2023-06-13,Float Index,140.35,2.36,1.71,4083120367.7
2023-06-13,Sensitive Float Index,125.8,2.34,1.89,1348063770.5
2023-06-12,NEPSE Index,1987.87,7.79,0.39,2886509415.69
2023-06-12,Sensitive Index,373.35,2.83,0.76,1031399279.2
2023-06-12,Float Index,138.01,0.34,0.25,2862539949.7
2023-06-12,Sensitive Float Index,123.46,0.64,0.52,1029238833.6
2023-06-11,NEPSE Index,1980.09,40.48,2.09,3454344563.9
2023-06-11,Sensitive Index,370.52,6.1,1.67,1087702795.5
2023-06-11,Float Index,137.67,2.56,1.89,3331856745.1
2023-06-11,Sensitive Float Index,122.82,2.07,1.71,1081503447.5
2023-06-10,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-06-09,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-06-08,NEPSE Index,1939.61,7.27,0.38,2305888931.71
2023-06-08,Sensitive Index,364.42,-1.05,-0.29,623303118.1
2023-06-08,Float Index,135.11,0.5,0.37,2261610773.2
2023-06-08,Sensitive Float Index,120.75,-0.2,-0.16,622048840.1
2023-06-07,NEPSE Index,1932.33,4.68,0.24,2368815635.92
2023-06-07,Sensitive Index,365.47,0.38,0.1,724314629.6
2023-06-07,Float Index,134.61,0.24,0.18,2346898015.0
2023-06-07,Sensitive Float Index,120.95,0.13,0.11,719796840.8
2023-06-06,NEPSE Index,1927.66,25.66,1.35,1981012701.99
2023-06-06,Sensitive Index,365.09,2.87,0.79,667872732.5
2023-06-06,Float Index,134.37,1.77,1.33,1959803965.5
2023-06-06,Sensitive Float Index,120.82,0.83,0.69,665457864.4
2023-06-05,NEPSE Index,1901.99,-17.38,-0.91,1973491107.31
2023-06-05,Sensitive Index,362.22,-2.88,-0.79,663006829.6
2023-06-05,Float Index,132.6,-1.2,-0.89,1925040475.3
2023-06-05,Sensitive Float Index,119.99,-0.82,-0.68,661121632.2
2023-06-04,NEPSE Index,1919.38,53.03,2.84,1656340391.57
2023-06-04,Sensitive Index,365.11,9.49,2.67,580496352.0
2023-06-04,Float Index,133.81,3.59,2.76,1636265050.7
2023-06-04,Sensitive Float Index,120.82,2.94,2.5,578077114.2
2023-06-03,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-06-02,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-06-01,NEPSE Index,1866.34,16.54,0.89,1654648922.34
2023-06-01,Sensitive Index,355.62,2.19,0.62,471542793.9
2023-06-01,Float Index,130.21,1.14,0.88,1401556316.9
2023-06-01,Sensitive Float Index,117.87,0.7,0.6,470738432.4
2023-05-31,NEPSE Index,1849.79,-38.83,-2.06,2315169571.93
2023-05-31,Sensitive Index,353.43,-7.28,-2.02,624330441.9
2023-05-31,Float Index,129.07,-2.59,-1.97,1945738832.6
2023-05-31,Sensitive Float Index,117.16,-2.2,-1.85,622981122.2
2023-05-30,NEPSE Index,1888.61,-53.16,-2.74,2341777844.6
2023-05-30,Sensitive Index,360.71,-8.72,-2.36,733139823.0
2023-05-30,Float Index,131.66,-3.71,-2.74,2206681885.2
2023-05-30,Sensitive Float Index,119.36,-2.79,-2.29,730417848.0
2023-05-29,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-05-28,NEPSE Index,1941.74,-17.38,-0.89,2639659499.69
2023-05-28,Sensitive Index,369.42,-1.9,-0.51,905626240.5
2023-05-28,Float Index,135.36,-1.21,-0.89,2596355378.5
2023-05-28,Sensitive Float Index,122.15,-0.87,-0.71,902594930.9
2023-05-27,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-05-26,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-05-25,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-05-24,NEPSE Index,1959.12,16.49,0.85,1873018024.09
2023-05-24,Sensitive Index,371.31,3.58,0.97,601171967.0
2023-05-24,Float Index,136.57,0.9,0.67,1848154700.7
2023-05-24,Sensitive Float Index,123.02,0.78,0.63,598839680.9
2023-05-23,NEPSE Index,1942.63,51.31,2.71,2200023945.86
2023-05-23,Sensitive Index,367.72,8.83,2.46,761926667.5
2023-05-23,Float Index,135.66,3.42,2.58,2116558081.8
2023-05-23,Sensitive Float Index,122.24,2.84,2.37,758662430.3
2023-05-22,NEPSE Index,1891.31,8.1,0.43,1272346510.88
2023-05-22,Sensitive Index,358.88,0.54,0.15,390683651.2
2023-05-22,Float Index,132.24,0.53,0.4,1249484354.8
2023-05-22,Sensitive Float Index,119.4,0.01,0.01,389142924.2
2023-05-21,NEPSE Index,1883.2,5.88,0.31,1600492731.52
2023-05-21,Sensitive Index,358.33,0.14,0.04,509896680.3
2023-05-21,Float Index,131.7,0.28,0.22,1547272151.5
2023-05-21,Sensitive Float Index,119.39,0.02,0.02,507435406.5
2023-05-20,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-05-19,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-05-18,NEPSE Index,1877.32,32.3,1.75,1474765388.2
2023-05-18,Sensitive Index,358.18,5.23,1.48,553039023.3
2023-05-18,Float Index,131.41,2.25,1.74,1.0
2023-05-18,Sensitive Float Index,119.36,1.81,1.54,551278186.3
2023-05-17,NEPSE Index,1845.01,23.39,1.28,857624318.45
2023-05-17,Sensitive Index,352.94,4.0,1.15,339716628.3
2023-05-17,Float Index,129.15,1.6,1.25,847863892.7
2023-05-17,Sensitive Float Index,117.55,1.2,1.03,339295496.3
2023-05-16,NEPSE Index,1821.62,3.31,0.18,640117260.52
2023-05-16,Sensitive Index,348.94,-0.08,-0.02,259484670.3
2023-05-16,Float Index,127.55,0.29,0.23,629148600.5
2023-05-16,Sensitive Float Index,116.35,0.07,0.06,259306604.3
2023-05-15,NEPSE Index,1818.31,-3.34,-0.18,724969980.39
2023-05-15,Sensitive Index,349.01,-0.57,-0.16,264350310.8
2023-05-15,Float Index,127.26,-0.22,-0.17,704663865.6
2023-05-15,Sensitive Float Index,116.26,-0.14,-0.12,263213076.8
2023-05-14,NEPSE Index,1821.64,-16.96,-0.92,900563856.24
2023-05-14,Sensitive Index,349.58,-3.52,-1.0,345593783.6
2023-05-14,Float Index,127.47,-1.19,-0.92,883799322.02
2023-05-14,Sensitive Float Index,116.39,-1.04,-0.88,883799322.02
2023-05-13,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-05-12,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-05-11,NEPSE Index,1838.59,-3.34,-0.18,578841593.52
2023-05-11,Sensitive Index,353.09,-0.71,-0.2,211694882.7
2023-05-11,Float Index,128.65,-0.21,-0.17,531807109.4
2023-05-11,Sensitive Float Index,117.42,-0.26,-0.22,211371788.7
2023-05-10,NEPSE Index,1841.93,-2.43,-0.13,471574067.13
2023-05-10,Sensitive Index,353.8,-0.45,-0.13,216799600.8
2023-05-10,Float Index,128.86,-0.13,-0.1,576368186.1
2023-05-10,Sensitive Float Index,117.68,-0.12,-0.1,216355041.8
2023-05-09,NEPSE Index,1844.36,10.66,0.58,774760647.07
2023-05-09,Sensitive Index,354.25,1.87,0.53,235728415.1
2023-05-09,Float Index,128.99,0.72,0.57,713830741.2
2023-05-09,Sensitive Float Index,117.79,0.56,0.48,235302157.1
2023-05-08,NEPSE Index,1833.69,-16.93,-0.91,824217001.84
2023-05-08,Sensitive Index,352.37,-2.41,-0.68,274378288.1
2023-05-08,Float Index,128.26,-1.21,-0.94,816913655.7
2023-05-08,Sensitive Float Index,117.23,-0.85,-0.72,273131307.1
2023-05-07,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-05-06,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-05-05,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-05-04,NEPSE Index,1869.73,12.73,0.69,732689811.89
2023-05-04,Sensitive Index,357.91,2.07,0.58,250622301.1
2023-05-04,Float Index,130.76,0.77,0.59,669188013.6
2023-05-04,Sensitive Float Index,119.08,0.67,0.56,249648060.5
2023-05-03,NEPSE Index,1857.23,-9.18,-0.49,620266016.87
2023-05-03,Sensitive Index,355.83,-1.19,-0.33,220980150.2
2023-05-03,Float Index,129.99,-0.7,-0.53,610686098.4
2023-05-03,Sensitive Float Index,118.41,-0.35,-0.3,219929502.2
2023-05-02,NEPSE Index,1866.4,-4.27,-0.23,692271755.19
2023-05-02,Sensitive Index,357.02,-1.12,-0.31,260722542.3
2023-05-02,Float Index,130.68,-0.36,-0.27,672922249.72
2023-05-02,Sensitive Float Index,118.76,-0.53,-0.45,259927234.8
2023-05-01,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-04-30,NEPSE Index,1870.65,-19.11,-1.01,954322377.93
2023-04-30,Sensitive Index,358.14,-2.95,-0.82,330907200.3
2023-04-30,Float Index,131.03,-1.34,-1.01,944074747.1
2023-04-30,Sensitive Float Index,119.29,-1.14,-0.95,329752632.3
2023-04-29,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-04-28,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-04-27,NEPSE Index,1889.73,-2.24,-0.12,739650247.5
2023-04-27,Sensitive Index,361.09,-0.46,-0.13,241152042.4
2023-04-27,Float Index,132.36,-0.09,-0.07,731868418.3
2023-04-27,Sensitive Float Index,120.42,0.01,0.01,240798431.4
2023-04-26,NEPSE Index,1892.0,-13.68,-0.72,847028219.4
2023-04-26,Sensitive Index,361.55,-2.11,-0.58,302748296.0
2023-04-26,Float Index,132.44,-1.01,-0.75,836470685.2
2023-04-26,Sensitive Float Index,120.4,-0.77,-0.64,302218667.0
2023-04-25,NEPSE Index,1905.68,17.36,0.92,885578270.76
2023-04-25,Sensitive Index,363.65,4.27,1.19,252880525.1
2023-04-25,Float Index,133.44,1.3,0.99,834697691.5
2023-04-25,Sensitive Float Index,121.17,1.56,1.31,251998278.1
2023-04-24,NEPSE Index,1888.32,2.71,0.14,751330393.7
2023-04-24,Sensitive Index,359.37,0.23,0.07,226007014.8
2023-04-24,Float Index,132.13,0.18,0.14,734297861.8
2023-04-24,Sensitive Float Index,119.6,0.06,0.05,224849154.4
2023-04-23,NEPSE Index,1885.6,-18.8,-0.99,828534036.34
2023-04-23,Sensitive Index,359.14,-4.0,-1.1,308962716.2
2023-04-23,Float Index,131.94,-1.45,-1.09,814323178.4
2023-04-23,Sensitive Float Index,119.53,-1.49,-1.24,306653578.0
2023-04-22,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-04-21,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-04-20,NEPSE Index,1904.4,-15.73,-0.82,983367311.0
2023-04-20,Sensitive Index,363.12,-2.79,-0.76,401227411.6
2023-04-20,Float Index,133.39,-1.14,-0.84,935889911.8
2023-04-20,Sensitive Float Index,121.02,-1.0,-0.82,400129914.6
2023-04-19,NEPSE Index,1920.12,15.13,0.79,872141116.12
2023-04-19,Sensitive Index,365.9,2.85,0.79,265035776.2
2023-04-19,Float Index,134.52,1.12,0.84,776278173.1
2023-04-19,Sensitive Float Index,122.01,1.23,1.02,264073541.2
2023-04-18,NEPSE Index,1904.98,-3.07,-0.16,870448151.88
2023-04-18,Sensitive Index,363.04,0.17,0.05,278346255.1
2023-04-18,Float Index,133.39,-0.18,-0.13,798952466.7
2023-04-18,Sensitive Float Index,120.77,0.0,0.0,276948594.1
2023-04-17,NEPSE Index,1908.05,-23.63,-1.22,920078571.12
2023-04-17,Sensitive Index,362.87,-4.87,-1.32,381506077.4
2023-04-17,Float Index,133.56,-1.79,-1.32,896862423.0
2023-04-17,Sensitive Float Index,120.77,-1.73,-1.41,380384535.4
2023-04-16,NEPSE Index,1931.68,-2.8,-0.14,974599061.51
2023-04-16,Sensitive Index,367.73,-0.26,-0.07,347203218.7
2023-04-16,Float Index,135.35,-0.15,-0.11,963960397.9
2023-04-16,Sensitive Float Index,122.5,-0.08,-0.06,345491909.1
2023-04-15,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-04-14,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-04-13,NEPSE Index,1934.47,-29.07,-1.48,1653334665.77
2023-04-13,Sensitive Index,367.98,-5.72,-1.53,619387915.1
2023-04-13,Float Index,135.5,-2.12,-1.54,1602768024.5
2023-04-13,Sensitive Float Index,122.57,-1.94,-1.55,616159813.1
2023-04-12,NEPSE Index,1963.55,92.22,4.93,1976076732.33
2023-04-12,Sensitive Index,373.71,18.25,5.14,743937258.2
2023-04-12,Float Index,137.61,6.76,5.17,1956662575.1
2023-04-12,Sensitive Float Index,124.51,6.42,5.44,739197059.3
2023-04-11,NEPSE Index,1871.34,27.31,1.48,945249179.36
2023-04-11,Sensitive Index,355.45,5.79,1.66,316175468.9
2023-04-11,Float Index,130.85,1.93,1.49,917095115.2
2023-04-11,Sensitive Float Index,118.09,1.87,1.61,314880411.9
2023-04-10,NEPSE Index,1844.02,5.54,0.3,911976049.12
2023-04-10,Sensitive Index,349.66,0.88,0.25,329694501.3
2023-04-10,Float Index,128.93,0.41,0.32,831490699.3
2023-04-10,Sensitive Float Index,116.22,0.38,0.33,328623626.3
2023-04-09,NEPSE Index,1838.49,-28.31,-1.52,1159448411.71
2023-04-09,Sensitive Index,348.79,-4.24,-1.2,405377361.1
2023-04-09,Float Index,128.52,-2.02,-1.55,1114473504.8
2023-04-09,Sensitive Float Index,115.84,-1.41,-1.2,403564813.1
2023-04-08,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-04-07,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-04-06,NEPSE Index,1866.79,-8.28,-0.44,920686094.33
2023-04-06,Sensitive Index,353.03,-0.92,-0.26,320609248.1
2023-04-06,Float Index,130.54,-0.62,-0.47,913773716.8
2023-04-06,Sensitive Float Index,117.25,-0.39,-0.33,319566860.4
2023-04-05,NEPSE Index,1875.07,8.39,0.45,816046790.0
2023-04-05,Sensitive Index,353.95,1.97,0.56,266399642.6
2023-04-05,Float Index,131.15,0.64,0.49,796493663.8
2023-04-05,Sensitive Float Index,117.64,0.64,0.55,264093575.6
2023-04-04,NEPSE Index,1866.68,-5.2,-0.28,917610296.04
2023-04-04,Sensitive Index,351.97,-0.73,-0.21,334127707.6
2023-04-04,Float Index,130.51,-0.41,-0.31,882230940.2
2023-04-04,Sensitive Float Index,117.0,-0.15,-0.13,332043546.1
2023-04-03,NEPSE Index,1871.88,-16.67,-0.88,920249011.53
2023-04-03,Sensitive Index,352.71,-3.05,-0.86,356983795.7
2023-04-03,Float Index,130.92,-1.16,-0.88,912275174.0
2023-04-03,Sensitive Float Index,117.15,-1.04,-0.88,354106210.7
2023-04-02,NEPSE Index,1888.55,-20.0,-1.05,1207122600.13
2023-04-02,Sensitive Index,355.75,-3.72,-1.04,301492300.4
2023-04-02,Float Index,132.08,-1.42,-1.06,882060139.6
2023-04-02,Sensitive Float Index,118.18,-1.32,-1.11,297454736.4
2023-04-01,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-03-31,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2023-03-30,NEPSE Index,1908.55,-10.87,-0.57,899532139.4
2023-03-30,Sensitive Index,359.48,-1.66,-0.46,301492300.4
2023-03-30,Float Index,133.5,-0.72,-0.53,882060139.6
2023-03-30,Sensitive Float Index,119.51,-0.61,-0.51,297454736.4
2023-03-29,NEPSE Index,1919.42,1.02,0.05,816219129.76
2023-03-29,Sensitive Index,361.14,0.62,0.17,315561643.2
2023-03-29,Float Index,134.22,-0.07,-0.06,797047753.3
2023-03-29,Sensitive Float Index,120.12,0.16,0.14,314071834.7
2023-03-28,NEPSE Index,1918.41,12.41,0.65,1443713878.3
